	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Hmgb22	0.000743636	0.48385925	0.788	0.677	1	15	Hmgb2
Adssl11	0.000865878	0.534064654	0.654	0.465	1	15	Adssl1
Kpna21	0.000969824	0.343338277	0.673	0.37	1	15	Kpna2
Lyst	0.001043422	0.364145823	0.654	0.407	1	15	Lyst
Ramp11	0.001181845	0.384792958	0.712	0.478	1	15	Ramp1
Stk17b2	0.001416448	0.424026929	0.692	0.521	1	15	Stk17b
Gpr1321	0.001563744	0.504127796	0.596	0.16	1	15	Gpr132
Fam49a2	0.001615978	0.51125841	0.615	0.371	1	15	Fam49a
Clec4a22	0.002045132	0.406264458	0.712	0.512	1	15	Clec4a2
Cd300lb	0.003076988	0.494130168	0.365	0.413	1	15	Cd300lb
Trim252	0.003532181	0.718458439	0.635	0.444	1	15	Trim25
Mpeg13	0.003863856	0.258620317	0.865	0.644	1	15	Mpeg1
Dse1	0.003901473	0.297858093	0.635	0.433	1	15	Dse
Mcl15	0.005121669	0.270459329	0.865	0.707	1	15	Mcl1
Lfng	0.006855013	0.533286435	0.635	0.388	1	15	Lfng
Pi16	0.007377621	0.401463281	0.385	0.192	1	15	Pi16
Cd300ld31	0.007721715	0.301517121	0.346	0.304	1	15	Cd300ld3
Spn	0.007737873	0.596860649	0.404	0.009	1	15	Spn
C3	0.007787243	0.750177853	0.365	0.4	1	15	C3
Birc32	0.00990344	0.324440365	0.635	0.464	1	15	Birc3
Dgkg	0.009975332	0.340437683	0.519	0.15	1	15	Dgkg
Fbxo2	2.37E-100	0.696366973	0.404	0.005	4.73E-97	16	Fbxo2
Prelp	8.48E-67	0.653094195	0.404	0.007	1.70E-63	16	Prelp
Gpr37	7.40E-61	0.976880622	0.426	0.005	1.48E-57	16	Gpr37
Mcam	9.52E-47	1.140769183	0.681	0.084	1.90E-43	16	Mcam
Tinagl1	2.35E-40	0.912703171	0.617	0.079	4.71E-37	16	Tinagl1
Itga1	1.64E-36	0.652548135	0.66	0.09	3.29E-33	16	Itga1
Tspan15	1.83E-36	0.915949984	0.532	0.054	3.67E-33	16	Tspan15
Fam171b	2.70E-35	1.6020299	0.787	0.173	5.39E-32	16	Fam171b
Bgn	4.80E-35	1.035379084	0.66	0.104	9.59E-32	16	Bgn
Hspb2	1.28E-34	0.293603964	0.596	0.084	2.57E-31	16	Hspb2
Cald1	1.83E-34	1.857398919	0.766	0.163	3.65E-31	16	Cald1
A730017C20Rik	5.00E-32	0.887736741	0.574	0.093	9.99E-29	16	A730017C20Rik
Gpx8	1.47E-30	1.326179849	0.702	0.144	2.93E-27	16	Gpx8
Pdlim3	3.77E-30	1.751802412	0.681	0.053	7.54E-27	16	Pdlim3
Tgfb2	1.22E-29	1.361072645	0.766	0.18	2.44E-26	16	Tgfb2
Eln	1.65E-29	0.410224002	0.574	0.086	3.31E-26	16	Eln
Sorbs2	9.33E-29	1.09938326	0.723	0.174	1.87E-25	16	Sorbs2
Ndn	4.97E-28	1.28758139	0.83	0.211	9.93E-25	16	Ndn
Nrn1l	1.22E-27	0.556666479	0.702	0.178	2.43E-24	16	Nrn1l
Cnn32	3.37E-27	2.086889442	0.915	0.347	6.74E-24	16	Cnn3
Ntng1	4.00E-27	0.860609196	0.702	0.182	8.00E-24	16	Ntng1
Isl1	6.80E-27	1.621992285	0.702	0.185	1.36E-23	16	Isl1
Pdlim11	1.52E-26	0.55261562	0.66	0.073	3.03E-23	16	Pdlim1
Rbpms2	1.67E-26	0.265383479	0.596	0.082	3.33E-23	16	Rbpms2
4-Sep	4.83E-26	1.39099715	0.787	0.179	9.66E-23	16	4-Sep
Grm6	6.82E-26	1.147001512	0.702	0.178	1.36E-22	16	Grm6
Serpinh1	7.71E-26	2.245327804	0.787	0.177	1.54E-22	16	Serpinh1
Gabrb3	2.71E-25	0.424030455	0.702	0.162	5.42E-22	16	Gabrb3
Meg3	5.61E-25	2.174746374	0.809	0.213	1.12E-21	16	Meg3
Shisa41	6.33E-25	1.929678604	0.83	0.319	1.27E-21	16	Shisa4
Mapt	3.17E-24	1.361738673	0.787	0.26	6.34E-21	16	Mapt
Fstl1	4.46E-24	1.05478642	0.66	0.166	8.92E-21	16	Fstl1
Car10	1.43E-23	0.557559408	0.66	0.182	2.86E-20	16	Car10
Lactbl11	1.47E-23	0.535085817	0.66	0.17	2.95E-20	16	Lactbl1
Frmd3	2.21E-23	0.372393657	0.66	0.181	4.42E-20	16	Frmd3
Mylk	2.56E-23	0.866134998	0.617	0.097	5.11E-20	16	Mylk
Bcam	2.93E-23	0.683397348	0.574	0.064	5.86E-20	16	Bcam
Cers41	3.90E-23	0.443552655	0.723	0.141	7.80E-20	16	Cers4
Myl9	5.12E-23	2.03659634	0.681	0.182	1.02E-19	16	Myl9
Tceal5	6.90E-23	0.496144946	0.702	0.183	1.38E-19	16	Tceal5
Itm2a	9.05E-23	1.137474785	0.66	0.152	1.81E-19	16	Itm2a
Pcolce	1.61E-22	0.591759161	0.617	0.056	3.23E-19	16	Pcolce
Sebox1	2.17E-22	0.904536093	0.66	0.182	4.35E-19	16	Sebox
Trpm1	4.26E-22	1.439027458	0.702	0.194	8.51E-19	16	Trpm1
Fxyd1	1.18E-21	1.530197081	0.702	0.186	2.35E-18	16	Fxyd1
Ppp1r14a	1.97E-21	0.41732003	0.638	0.189	3.94E-18	16	Ppp1r14a
Thra1	2.02E-21	1.413476306	0.83	0.309	4.05E-18	16	Thra
Camk2b	3.03E-21	0.356867756	0.681	0.185	6.07E-18	16	Camk2b
Npdc11	3.62E-21	1.213058821	0.766	0.204	7.23E-18	16	Npdc1
Cryab	3.95E-21	2.892900582	0.787	0.27	7.90E-18	16	Cryab
Plk51	4.14E-21	0.488913938	0.66	0.191	8.28E-18	16	Plk5
Sparcl1	6.19E-21	1.14462161	0.617	0.121	1.24E-17	16	Sparcl1
Gsta4	4.32E-20	1.185925008	0.723	0.286	8.64E-17	16	Gsta4
Fam189a2	5.31E-20	0.262041612	0.638	0.174	1.06E-16	16	Fam189a2
Cavin3	6.19E-20	1.399218425	0.66	0.099	1.24E-16	16	Cavin3
Gfra4	7.08E-20	0.255325176	0.638	0.186	1.42E-16	16	Gfra4
Anxa11	7.98E-20	1.24102175	0.745	0.26	1.60E-16	16	Anxa1
Gnb31	1.04E-19	1.517409576	0.702	0.21	2.08E-16	16	Gnb3
Pcbp31	1.28E-19	1.448446223	0.723	0.223	2.56E-16	16	Pcbp3
Cabp2	1.50E-19	0.314106133	0.617	0.181	3.01E-16	16	Cabp2
Klc31	2.13E-19	0.369555641	0.702	0.188	4.26E-16	16	Klc3
Igfbp7	2.14E-19	3.065321307	0.681	0.201	4.29E-16	16	Igfbp7
Nrep1	2.57E-19	1.910128003	0.83	0.411	5.13E-16	16	Nrep
Tubb4a	2.78E-19	0.990074924	0.723	0.229	5.55E-16	16	Tubb4a
Pcsk1n1	3.90E-19	1.222664675	0.787	0.354	7.80E-16	16	Pcsk1n
Asap2	4.73E-19	0.587204818	0.702	0.203	9.46E-16	16	Asap2
Nfasc	5.52E-19	0.271956635	0.66	0.223	1.10E-15	16	Nfasc
Crip2	5.55E-19	1.881813357	0.745	0.286	1.11E-15	16	Crip2
Actn1	6.73E-19	0.583043303	0.681	0.167	1.35E-15	16	Actn1
Gm152831	6.77E-19	0.780745248	0.723	0.262	1.35E-15	16	Gm15283
Slc38a3	1.18E-18	0.64421356	0.574	0.067	2.36E-15	16	Slc38a3
Ttyh11	1.79E-18	1.313130838	0.745	0.293	3.57E-15	16	Ttyh1
Uaca	1.81E-18	0.650890296	0.638	0.184	3.62E-15	16	Uaca
Pcp4l11	3.11E-18	0.489390581	0.681	0.244	6.21E-15	16	Pcp4l1
Car8	3.52E-18	1.20697858	0.681	0.256	7.04E-15	16	Car8
Psip11	6.32E-18	1.570948366	0.809	0.342	1.26E-14	16	Psip1
Gm486231	6.77E-18	0.552361379	0.596	0.13	1.35E-14	16	Gm48623
S100a62	8.85E-18	1.554005766	0.766	0.234	1.77E-14	16	S100a6
Clu1	1.05E-17	2.416877499	0.745	0.228	2.09E-14	16	Clu
Cyr61	1.59E-17	2.486889714	0.723	0.268	3.18E-14	16	Cyr61
1190005I06Rik1	3.12E-17	0.393354656	0.66	0.24	6.25E-14	16	1190005I06Rik
Fxyd6	4.06E-17	0.564592806	0.404	0.006	8.12E-14	16	Fxyd6
Slc9a3r21	4.34E-17	0.606072387	0.681	0.152	8.68E-14	16	Slc9a3r2
Crym	4.63E-17	3.225031691	0.745	0.287	9.26E-14	16	Crym
S1pr3	4.95E-17	0.300701875	0.532	0.04	9.90E-14	16	S1pr3
Gucy1b1	5.73E-17	1.030134633	0.702	0.272	1.15E-13	16	Gucy1b1
Ndufa4l2	7.30E-17	2.393624772	0.702	0.217	1.46E-13	16	Ndufa4l2
Mir124-2hg1	9.19E-17	0.756271406	0.702	0.267	1.84E-13	16	Mir124-2hg
Snrpn	9.45E-17	1.082654969	0.66	0.129	1.89E-13	16	Snrpn
Eno14	1.08E-16	2.006063757	0.979	0.949	2.16E-13	16	Eno1
E130218I03Rik1	1.41E-16	2.252609119	0.766	0.312	2.82E-13	16	E130218I03Rik
Gucy1a1	1.74E-16	0.434940588	0.596	0.181	3.48E-13	16	Gucy1a1
Rgs16	1.83E-16	0.602247115	0.681	0.218	3.66E-13	16	Rgs16
Aplp1	2.06E-16	0.46439357	0.681	0.245	4.13E-13	16	Aplp1
Ppic	2.67E-16	0.854049666	0.596	0.146	5.33E-13	16	Ppic
Bex4	2.68E-16	0.399239254	0.617	0.173	5.35E-13	16	Bex4
Gstm7	3.19E-16	0.411844894	0.66	0.247	6.38E-13	16	Gstm7
Cd932	3.87E-16	0.67558644	0.66	0.175	7.75E-13	16	Cd93
Otx2os1	6.85E-16	0.681079628	0.702	0.331	1.37E-12	16	Otx2os1
Gng13	8.08E-16	1.910327132	0.702	0.312	1.62E-12	16	Gng13
Snap251	8.49E-16	1.083600433	0.702	0.27	1.70E-12	16	Snap25
Chgb1	8.87E-16	0.35748929	0.66	0.246	1.77E-12	16	Chgb
Dut	9.88E-16	0.659069349	0.766	0.324	1.98E-12	16	Dut
Chga1	1.52E-15	0.710271196	0.681	0.215	3.03E-12	16	Chga
Mfge8	1.56E-15	1.85563696	0.723	0.292	3.13E-12	16	Mfge8
Ndrg2	1.97E-15	1.528680646	0.766	0.409	3.93E-12	16	Ndrg2
Perp	2.37E-15	0.391598417	0.617	0.229	4.73E-12	16	Perp
Cabp5	2.39E-15	1.498005472	0.681	0.317	4.78E-12	16	Cabp5
Car21	3.35E-15	2.687949265	0.723	0.263	6.70E-12	16	Car2
Snhg18	3.44E-15	0.384666006	0.553	0.046	6.89E-12	16	Snhg18
Rd3l1	4.14E-15	0.690288655	0.638	0.191	8.27E-12	16	Rd3l
Rpa1	4.33E-15	0.980579332	0.723	0.29	8.66E-12	16	Rpa1
Tmsb104	4.82E-15	1.24216952	0.979	0.766	9.63E-12	16	Tmsb10
Arhgap6	5.48E-15	0.274074047	0.617	0.176	1.10E-11	16	Arhgap6
Htra1	5.68E-15	1.016985278	0.596	0.099	1.14E-11	16	Htra1
Csrp1	6.77E-15	1.443531385	0.745	0.355	1.35E-11	16	Csrp1
Cplx31	9.39E-15	1.654391533	0.681	0.268	1.88E-11	16	Cplx3
Apbb1	9.73E-15	0.284403649	0.681	0.272	1.95E-11	16	Apbb1
Sncb1	1.26E-14	1.561583255	0.702	0.316	2.53E-11	16	Sncb
Vim4	1.37E-14	1.959288247	0.872	0.579	2.75E-11	16	Vim
Col9a1	1.61E-14	1.22882	0.426	0.084	3.23E-11	16	Col9a1
Cxcl11	1.97E-14	0.917857936	0.681	0.34	3.94E-11	16	Cxcl1
Ntm1	2.78E-14	0.332163098	0.638	0.25	5.56E-11	16	Ntm
Nrarp	2.97E-14	0.472576634	0.638	0.261	5.93E-11	16	Nrarp
Ckb3	3.03E-14	1.36258155	0.957	0.908	6.07E-11	16	Ckb
Ass12	3.04E-14	1.350017631	0.702	0.28	6.08E-11	16	Ass1
Timp3	3.14E-14	1.14489668	0.638	0.175	6.28E-11	16	Timp3
Gnb51	3.23E-14	1.13641246	0.745	0.35	6.46E-11	16	Gnb5
Qpct	5.54E-14	1.233865975	0.723	0.393	1.11E-10	16	Qpct
Abat	7.13E-14	0.71521201	0.574	0.207	1.43E-10	16	Abat
Map1b1	7.36E-14	0.516068414	0.745	0.386	1.47E-10	16	Map1b
Dusp4	8.46E-14	0.39456961	0.681	0.313	1.69E-10	16	Dusp4
Atp1a2	1.06E-13	0.544086385	0.574	0.166	2.12E-10	16	Atp1a2
Macrod2	1.09E-13	0.280411418	0.553	0.184	2.19E-10	16	Macrod2
Epas1	1.39E-13	1.039308321	0.532	0.109	2.78E-10	16	Epas1
Unc13b1	1.47E-13	0.298304198	0.681	0.335	2.95E-10	16	Unc13b
Wipi1	1.54E-13	1.519705404	0.702	0.27	3.09E-10	16	Wipi1
Pcp2	1.69E-13	2.936768097	0.681	0.333	3.38E-10	16	Pcp2
Mfap2	1.86E-13	1.252407862	0.66	0.271	3.72E-10	16	Mfap2
Schip1	1.95E-13	0.500221691	0.596	0.181	3.90E-10	16	Schip1
Rbp1	2.28E-13	2.127967618	0.702	0.273	4.56E-10	16	Rbp1
Kcnma1	2.30E-13	0.468684686	0.681	0.318	4.59E-10	16	Kcnma1
Cpe1	3.95E-13	1.161967287	0.702	0.282	7.90E-10	16	Cpe
Pfn21	4.34E-13	2.058862118	0.723	0.307	8.68E-10	16	Pfn2
Mgarp2	4.37E-13	2.6748875	0.809	0.478	8.73E-10	16	Mgarp
Socs2	4.39E-13	0.406483209	0.681	0.323	8.78E-10	16	Socs2
Ppp1r1a	4.91E-13	1.389416131	0.638	0.219	9.83E-10	16	Ppp1r1a
Fbxl22	1.42E-12	0.282203201	0.617	0.283	2.84E-09	16	Fbxl22
Zfp5361	1.53E-12	0.382521209	0.574	0.194	3.05E-09	16	Zfp536
Atp6v0e21	1.66E-12	1.112598222	0.702	0.305	3.32E-09	16	Atp6v0e2
Gng11	1.68E-12	1.487106805	0.574	0.076	3.36E-09	16	Gng11
S100a113	1.77E-12	1.35918815	0.745	0.352	3.54E-09	16	S100a11
Rtl8c	2.02E-12	0.589445148	0.745	0.42	4.03E-09	16	Rtl8c
Dkk3	2.10E-12	1.414423299	0.362	0.005	4.20E-09	16	Dkk3
Srgap3	3.10E-12	0.39230373	0.66	0.312	6.20E-09	16	Srgap3
Lin7a	3.37E-12	0.84025673	0.596	0.179	6.74E-09	16	Lin7a
Auts2	3.40E-12	0.723558611	0.596	0.185	6.80E-09	16	Auts2
Platr171	3.56E-12	0.464388666	0.702	0.326	7.11E-09	16	Platr17
Slit2	4.01E-12	0.259225695	0.638	0.301	8.02E-09	16	Slit2
Bex11	7.42E-12	0.40285041	0.66	0.327	1.48E-08	16	Bex1
Cdkn1c1	8.06E-12	0.721589647	0.66	0.331	1.61E-08	16	Cdkn1c
Epha5	1.22E-11	1.108784406	0.553	0.065	2.45E-08	16	Epha5
Id31	1.28E-11	2.238295952	0.702	0.37	2.55E-08	16	Id3
Nnat	1.49E-11	1.716517932	0.574	0.112	2.97E-08	16	Nnat
Nedd9	1.67E-11	0.25432446	0.638	0.249	3.34E-08	16	Nedd9
Limch11	1.74E-11	0.393120419	0.574	0.182	3.48E-08	16	Limch1
Nudt4	1.97E-11	1.057292156	0.745	0.404	3.93E-08	16	Nudt4
Zfp385b1	2.08E-11	0.338219137	0.574	0.183	4.15E-08	16	Zfp385b
Celf4	2.11E-11	0.815458753	0.681	0.339	4.23E-08	16	Celf4
Cltb	2.20E-11	1.261887386	0.787	0.448	4.41E-08	16	Cltb
Aplp21	2.25E-11	1.241296433	0.851	0.52	4.49E-08	16	Aplp2
Dpysl31	2.29E-11	0.629325593	0.617	0.224	4.58E-08	16	Dpysl3
Glo11	2.87E-11	0.918260913	0.809	0.414	5.74E-08	16	Glo1
Nrxn31	3.29E-11	0.697043974	0.66	0.322	6.57E-08	16	Nrxn3
Myo10	3.54E-11	0.375618342	0.681	0.39	7.08E-08	16	Myo10
Gnao1	3.61E-11	1.318095931	0.617	0.203	7.22E-08	16	Gnao1
Flna1	3.98E-11	0.935654746	0.723	0.369	7.96E-08	16	Flna
Rasl11a1	5.14E-11	0.688556007	0.66	0.396	1.03E-07	16	Rasl11a
Hmgn31	5.69E-11	1.826472636	0.702	0.278	1.14E-07	16	Hmgn3
Tpm2	6.05E-11	1.243105925	0.66	0.33	1.21E-07	16	Tpm2
Cav1	6.16E-11	0.674035392	0.617	0.287	1.23E-07	16	Cav1
Ptma3	8.31E-11	0.578868139	0.979	0.964	1.66E-07	16	Ptma
Dapl1	1.14E-10	2.395863123	0.574	0.131	2.28E-07	16	Dapl1
Ptgds	1.25E-10	1.33164479	0.553	0.092	2.50E-07	16	Ptgds
Bsg3	1.31E-10	1.095972007	0.936	0.88	2.62E-07	16	Bsg
Tmtc2	1.73E-10	0.66536187	0.638	0.311	3.46E-07	16	Tmtc2
Hmgn11	1.81E-10	1.21681106	0.915	0.784	3.62E-07	16	Hmgn1
Cox4i2	1.87E-10	1.852764308	0.702	0.433	3.73E-07	16	Cox4i2
Spry1	1.89E-10	0.452347029	0.638	0.301	3.79E-07	16	Spry1
Pbx11	2.05E-10	0.516034075	0.66	0.336	4.11E-07	16	Pbx1
Hspb12	2.95E-10	0.635892961	0.66	0.324	5.90E-07	16	Hspb1
Mdk	3.36E-10	0.84766609	0.574	0.147	6.71E-07	16	Mdk
Plekhb11	3.43E-10	1.013835977	0.681	0.346	6.87E-07	16	Plekhb1
Bpgm1	3.60E-10	0.796229696	0.681	0.367	7.19E-07	16	Bpgm
S100a103	8.22E-10	0.744646638	0.723	0.345	1.64E-06	16	S100a10
Stmn31	9.17E-10	0.75768759	0.617	0.258	1.83E-06	16	Stmn3
Actn41	1.74E-09	1.128851003	0.681	0.365	3.47E-06	16	Actn4
Nme11	2.33E-09	1.039833267	0.745	0.371	4.67E-06	16	Nme1
Lamc1	2.50E-09	0.395951409	0.66	0.434	5.01E-06	16	Lamc1
Gm17750	3.05E-09	0.432996914	0.532	0.183	6.11E-06	16	Gm17750
Ldha4	3.18E-09	0.623796587	0.979	0.918	6.37E-06	16	Ldha
Acsl3	3.24E-09	1.535328162	0.66	0.3	6.48E-06	16	Acsl3
Clstn11	4.69E-09	0.585345767	0.702	0.426	9.37E-06	16	Clstn1
Rax1	4.84E-09	1.123448426	0.362	0.038	9.67E-06	16	Rax
Thbs11	5.27E-09	0.277810649	0.638	0.353	1.05E-05	16	Thbs1
Vamp22	7.84E-09	0.870539997	0.766	0.483	1.57E-05	16	Vamp2
Laptm4b1	8.26E-09	0.721834561	0.766	0.46	1.65E-05	16	Laptm4b
Dbp1	8.88E-09	1.148939076	0.681	0.355	1.78E-05	16	Dbp
Myo1b	8.95E-09	0.474199202	0.617	0.317	1.79E-05	16	Myo1b
Tmem204	1.11E-08	0.357216509	0.617	0.276	2.22E-05	16	Tmem204
Pgam14	1.25E-08	1.104902491	0.957	0.82	2.50E-05	16	Pgam1
1500009L16Rik	1.43E-08	0.304979996	0.532	0.189	2.87E-05	16	1500009L16Rik
Mt3	1.47E-08	1.17305264	0.596	0.342	2.94E-05	16	Mt3
Lysmd2	1.59E-08	0.526899234	0.596	0.311	3.18E-05	16	Lysmd2
Mxra7	1.80E-08	1.259027852	0.638	0.383	3.60E-05	16	Mxra7
Hmgn21	1.85E-08	0.542693242	0.851	0.75	3.71E-05	16	Hmgn2
Ctla2a	2.17E-08	1.288620415	0.596	0.327	4.33E-05	16	Ctla2a
Dstn2	2.27E-08	1.219452495	0.809	0.591	4.54E-05	16	Dstn
Hsph13	2.56E-08	0.382975128	0.681	0.389	5.12E-05	16	Hsph1
Cpq1	4.06E-08	0.776639438	0.66	0.403	8.11E-05	16	Cpq
Klhdc8b1	4.44E-08	0.423247284	0.66	0.446	8.88E-05	16	Klhdc8b
Prnp1	4.65E-08	0.897468471	0.638	0.352	9.30E-05	16	Prnp
Pdgfrb	4.92E-08	0.370899291	0.468	0.09	9.83E-05	16	Pdgfrb
Tpm1	5.37E-08	1.950804616	0.638	0.337	0.00010732	16	Tpm1
Scg2	5.40E-08	0.795281715	0.596	0.23	0.000107951	16	Scg2
Gpr4	9.70E-08	0.42422331	0.404	0.13	0.000194023	16	Gpr4
Six3	9.81E-08	0.884224084	0.574	0.228	0.000196186	16	Six3
Egfl71	1.27E-07	1.011908009	0.574	0.295	0.000254801	16	Egfl7
Rhoj	1.40E-07	0.879063065	0.553	0.211	0.00027974	16	Rhoj
Hmgb32	1.45E-07	0.344808497	0.596	0.245	0.000290497	16	Hmgb3
Errfi12	1.47E-07	0.296737927	0.638	0.347	0.000293467	16	Errfi1
Plpp3	1.57E-07	1.130401818	0.553	0.232	0.000314217	16	Plpp3
Rcn11	1.65E-07	0.908620222	0.447	0.192	0.00032922	16	Rcn1
Ift202	1.66E-07	1.396660405	0.787	0.524	0.000331029	16	Ift20
Pcp4	1.66E-07	1.995789228	0.596	0.344	0.000331692	16	Pcp4
Phlda3	1.78E-07	0.446425164	0.128	0.328	0.000355871	16	Phlda3
Slc1a3	2.20E-07	1.083428738	0.617	0.301	0.000440425	16	Slc1a3
Rlbp1	2.40E-07	2.931985462	0.468	0.053	0.000480843	16	Rlbp1
Rhoc3	2.64E-07	1.473076341	0.766	0.646	0.000528982	16	Rhoc
Dbi1	2.91E-07	3.102599872	0.787	0.696	0.000582202	16	Dbi
Lrrc42	3.13E-07	0.749980896	0.596	0.301	0.000626688	16	Lrrc42
Malat12	3.66E-07	1.364188712	0.894	0.85	0.000731358	16	Malat1
Amigo2	4.14E-07	0.384936886	0.532	0.221	0.000828264	16	Amigo2
Gapdh3	4.44E-07	0.295661844	0.979	0.998	0.000888539	16	Gapdh
Ptn	4.66E-07	1.783516121	0.489	0.105	0.000932429	16	Ptn
Csrp22	4.68E-07	1.380449229	0.638	0.383	0.000936438	16	Csrp2
Pgk13	5.23E-07	0.806260867	0.915	0.852	0.001045544	16	Pgk1
Spint21	5.95E-07	0.867422155	0.553	0.182	0.001189503	16	Spint2
Olfm2	6.04E-07	1.091539061	0.574	0.267	0.001207381	16	Olfm2
Mif3	7.13E-07	0.694894823	0.915	0.876	0.001425744	16	Mif
Ncald	8.35E-07	0.672270179	0.468	0.099	0.001670716	16	Ncald
Klf91	9.10E-07	0.51781124	0.553	0.218	0.001819409	16	Klf9
Maff2	9.87E-07	0.983865087	0.702	0.391	0.00197487	16	Maff
Cntnap2	1.01E-06	1.290434004	0.532	0.175	0.002025437	16	Cntnap2
Hes12	1.07E-06	1.24883761	0.66	0.391	0.002143893	16	Hes1
AY0361181	1.17E-06	1.579157555	0.872	0.662	0.002340565	16	AY036118
Tgfb1i1	1.39E-06	0.899716673	0.574	0.322	0.002784212	16	Tgfb1i1
Espn	1.77E-06	1.867482834	0.617	0.375	0.003543814	16	Espn
Vdac12	2.09E-06	0.970893721	0.851	0.748	0.004171688	16	Vdac1
Cldn5	2.15E-06	0.676752873	0.255	0.009	0.004293197	16	Cldn5
Arl61	2.35E-06	0.27259218	0.596	0.31	0.00470961	16	Arl6
Fyco11	2.88E-06	0.272999623	0.66	0.323	0.005767488	16	Fyco1
Mast4	3.11E-06	0.266383851	0.511	0.24	0.006225101	16	Mast4
Nes2	3.51E-06	0.582332996	0.681	0.37	0.007024163	16	Nes
Hmgb13	4.31E-06	0.742740974	0.957	0.892	0.008623542	16	Hmgb1
Tubb4b2	4.48E-06	0.747113493	0.851	0.683	0.008959247	16	Tubb4b
Bex3	5.47E-06	0.77144526	0.66	0.45	0.010943822	16	Bex3
Ybx3	6.46E-06	0.384495839	0.617	0.403	0.012920668	16	Ybx3
Bcr	7.39E-06	0.389737806	0.489	0.178	0.014771326	16	Bcr
Rtn11	8.36E-06	1.015643135	0.574	0.32	0.016726248	16	Rtn1
Vax21	8.96E-06	0.288555956	0.489	0.18	0.017919693	16	Vax2
Pla2g51	9.61E-06	0.528481492	0.298	0.035	0.019222592	16	Pla2g5
Aldoc1	9.62E-06	1.337063328	0.532	0.24	0.019232392	16	Aldoc
Calm12	9.63E-06	1.304620934	0.936	0.957	0.019259669	16	Calm1
Igfbp5	1.03E-05	0.267056986	0.426	0.054	0.020660051	16	Igfbp5
Lgals14	1.21E-05	1.226240401	0.723	0.489	0.024265417	16	Lgals1
Prdx13	1.36E-05	0.507146013	0.894	0.892	0.027192247	16	Prdx1
Prdx61	1.39E-05	1.444142847	0.702	0.567	0.027727337	16	Prdx6
H1f02	1.43E-05	0.672726752	0.723	0.457	0.028673105	16	H1f0
Kif21a1	1.77E-05	0.749389721	0.532	0.2	0.035375787	16	Kif21a
Pcbp41	1.83E-05	0.802107085	0.553	0.227	0.036657075	16	Pcbp4
Vcl	1.98E-05	0.710887243	0.574	0.378	0.039655075	16	Vcl
Hsp90aa15	2.01E-05	0.615969287	0.936	0.867	0.040243014	16	Hsp90aa1
Fbxo32	2.24E-05	0.371932964	0.617	0.371	0.044700011	16	Fbxo32
Bambi1	2.30E-05	0.425017131	0.553	0.297	0.045991894	16	Bambi
Pdxp	2.37E-05	0.567519678	0.66	0.499	0.047422764	16	Pdxp
Crmp1	2.41E-05	0.259623842	0.447	0.059	0.048183986	16	Crmp1
Ablim12	2.42E-05	0.285156165	0.617	0.32	0.048479099	16	Ablim1
Atp1b21	2.51E-05	0.621549885	0.553	0.269	0.050126307	16	Atp1b2
Fez1	3.10E-05	0.48011102	0.511	0.24	0.061918512	16	Fez1
Fam162a3	3.19E-05	0.755434549	0.787	0.614	0.063883089	16	Fam162a
Tpi13	3.39E-05	0.602653447	0.872	0.849	0.067896601	16	Tpi1
Synpr	3.46E-05	0.552287066	0.489	0.167	0.069212598	16	Synpr
Cxadr	3.69E-05	0.433616839	0.489	0.218	0.073790557	16	Cxadr
Ptprd	3.87E-05	0.264134819	0.489	0.236	0.077423159	16	Ptprd
Cebpd5	4.27E-05	1.690366217	0.723	0.645	0.08531345	16	Cebpd
Pdlim72	4.30E-05	0.83351222	0.468	0.169	0.085916023	16	Pdlim7
Ankrd372	4.36E-05	0.292594624	0.681	0.503	0.087189113	16	Ankrd37
Negr11	5.15E-05	0.441402419	0.511	0.243	0.103003908	16	Negr1
Myo6	5.94E-05	0.597950194	0.596	0.421	0.118844227	16	Myo6
Tppp3	6.20E-05	0.346797634	0.319	0.087	0.12403123	16	Tppp3
H2afv3	6.84E-05	0.644930622	0.787	0.635	0.136705844	16	H2afv
Sorl1	6.93E-05	0.324655183	0.553	0.322	0.138572558	16	Sorl1
S100a16	7.67E-05	1.872674542	0.489	0.079	0.153438063	16	S100a16
Hopx1	7.91E-05	0.62657261	0.362	0.168	0.158208814	16	Hopx
Nasp3	8.31E-05	0.543637	0.681	0.45	0.166278147	16	Nasp
Fhl1	9.14E-05	0.547488673	0.404	0.046	0.182797551	16	Fhl1
Stmn11	0.000115308	0.865467641	0.617	0.424	0.230616291	16	Stmn1
Igfbp41	0.000124953	1.231205991	0.553	0.36	0.249905359	16	Igfbp4
Hist3h2ba	0.000126792	1.474282747	0.596	0.38	0.25358393	16	Hist3h2ba
Nedd41	0.000138421	0.826517944	0.511	0.167	0.276841823	16	Nedd4
Ptk2	0.000147529	0.377845987	0.489	0.223	0.295057987	16	Ptk2
Ecm12	0.000148172	0.400770928	0.574	0.372	0.296343349	16	Ecm1
Pkm4	0.000156642	0.256206318	0.957	0.884	0.313284913	16	Pkm
Vcam11	0.000164608	0.391737445	0.468	0.297	0.329215089	16	Vcam1
Tubb64	0.000181591	0.507673686	0.319	0.566	0.363181515	16	Tubb6
Gm424181	0.000190402	1.01308918	0.979	0.992	0.380803727	16	Gm42418
